"URLLink";"PageVariable";"PageCount";"PageCountValue";"CombinedURL"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"48";"720";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=720"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"49";"735";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=735"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"50";"750";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=750"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"51";"765";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=765"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"52";"780";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=780"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"53";"795";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=795"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"54";"810";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=810"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"55";"825";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=825"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"56";"840";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=840"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"57";"855";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=855"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"58";"870";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=870"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"59";"885";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=885"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"60";"900";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=900"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"61";"915";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=915"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"62";"930";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=930"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"63";"945";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=945"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"64";"960";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=960"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"65";"975";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=975"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"66";"990";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=990"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"67";"1005";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1005"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"68";"1020";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1020"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"69";"1035";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1035"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"70";"1050";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1050"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"71";"1065";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1065"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"72";"1080";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1080"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"73";"1095";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1095"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"74";"1110";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1110"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"75";"1125";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1125"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"76";"1140";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1140"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"77";"1155";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1155"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"78";"1170";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1170"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"79";"1185";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1185"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"80";"1200";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1200"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"81";"1215";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1215"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"82";"1230";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1230"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"83";"1245";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1245"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"84";"1260";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1260"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"85";"1275";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1275"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"86";"1290";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1290"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"87";"1305";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1305"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"88";"1320";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1320"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"89";"1335";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1335"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"90";"1350";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1350"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"91";"1365";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1365"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"92";"1380";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1380"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"93";"1395";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1395"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"94";"1410";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1410"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"95";"1425";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1425"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"96";"1440";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1440"
"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;";"start=";"97";"1455";"http://app06.ottawa.ca/cgi-bin/search/inspections/q.pl?ss=results_en;qt=fsi_s;sq_app_id=fsi;sq_keywords=;sq_field=fname;sq_fs_ftcd=;sq_fs_fwcd=;sort=fs_insp_sort%20asc%2Cscore%20desc;cookie=t;start=1455"
